id	category	name	description	contributor_name	contributor_github_name	contributor_orcid	collection	concerns_data_topic	purpose_detail	is_open	requires_registration	url	formal_specification	used_in_bridge2ai	responsible_organization	has_application_json	has_application_name	has_application_id	has_application_references	has_application_description	has_application_category	has_application_used_in_bridge2ai	publication	related_to	has_training_resource	has_relevant_data_substrate	has_relevant_organization	subclass_of	contribution_date
B2AI_STANDARD:370	B2AI_STANDARD:DataStandard	RDFS	RDF Schema	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	RDF Schema (RDFS) is the foundational vocabulary description language that extends the basic RDF vocabulary to provide essential data modeling capabilities for the Semantic Web and linked data applications. As a W3C Recommendation and semantic extension of RDF, RDFS enables the description of groups of related resources and relationships between them by defining classes, properties, and their hierarchical structures. Unlike traditional object-oriented programming models that define classes in terms of their instance properties, RDFS takes a property-centric approach where properties are described in terms of the classes they apply to through domain and range mechanisms. This design philosophy promotes the extensibility principle of the Web, allowing anyone to define additional properties for existing resources without requiring modification of original class definitions. RDFS provides core vocabulary elements including rdfs:Class, rdfs:Resource, rdfs:Property, rdfs:subClassOf, rdfs:subPropertyOf, rdfs:domain, rdfs:range, rdfs:label, and rdfs:comment, which form the basis for more sophisticated ontology languages like OWL. The schema supports the development of machine-readable vocabularies that can be processed automatically, enabling applications to discover and reason about resource relationships, making it an essential component of the Semantic Web infrastructure.	True	False	https://www.w3.org/TR/rdf-schema/															[B2AI_ORG:99]		
B2AI_STANDARD:371	B2AI_STANDARD:DataStandard	RIF-CS	Registry Interchange Format - Collections and Services schema	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	The Registry Interchange Format - Collections and Services (RIF-CS) is an XML-based metadata schema developed by the Australian National Data Service (ANDS) for describing and exchanging information about research collections, services, parties (people and organizations), and activities. RIF-CS serves as the foundational data interchange format for Research Data Australia and enables institutions to contribute metadata about their research assets to national and international discovery services. The schema organizes metadata into four core entity types with rich relationship modeling capabilities - collections (datasets, databases, repositories), services (software tools, web services, facilities), parties (researchers, institutions, funders), and activities (projects, programs, events). Each entity supports comprehensive descriptive metadata including identifiers, names, descriptions, locations, dates, subjects, and crucially, relationships to other entities that create a connected graph of research infrastructure. RIF-CS enables automated harvesting and aggregation of research metadata across institutions, supporting research discovery, collaboration, and compliance with research data management policies.	True	False	https://services.ands.org.au/documentation/rifcs/1.2.0/guidelines/rif-cs.html															[B2AI_ORG:6]		
B2AI_STANDARD:372	B2AI_STANDARD:DataStandard	RO-CRATE	Research Object Crate	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[implementation_maturity_production]	[B2AI_TOPIC:5]	A community effort to establish a lightweight approach to packaging research data with their metadata. It is based on schema.org annotations in JSON-LD, and aims to make best-practice in formal metadata description accessible and practical for use in a wider variety of situations, from an individual researcher working with a folder of data, to large data-intensive computational research environments.	True	False	https://www.researchobject.org/ro-crate/	https://www.researchobject.org/ro-crate/specification.html	True		[{\"id\": \"B2AI_APP:58\", \"category\": \"B2AI:Application\", \"name\": \"ML Model Packaging and Research Object Preservation\", \"description\": \"RO-CRATE is used in AI applications for packaging machine learning models, training data, workflows, and associated metadata into portable, FAIR-compliant research objects. AI researchers leverage RO-CRATE to create self-describing archives that bundle trained models with their training datasets, preprocessing scripts, validation results, and computational environment specifications, ensuring reproducibility and reusability of AI research. The standard enables automated model repositories, facilitates model sharing across institutions, and supports provenance tracking for regulatory compliance in clinical AI applications. RO-CRATE's lightweight JSON-LD format makes it ideal for describing complex AI workflows while maintaining human readability.\", \"used_in_bridge2ai\": false}]	[ML Model Packaging and Research Object Preservation]	[B2AI_APP:58]		[RO-CRATE is used in AI applications for packaging machine learning models, training data, workflows, and associated metadata into portable, FAIR-compliant research objects. AI researchers leverage RO-CRATE to create self-describing archives that bundle trained models with their training datasets, preprocessing scripts, validation results, and computational environment specifications, ensuring reproducibility and reusability of AI research. The standard enables automated model repositories, facilitates model sharing across institutions, and supports provenance tracking for regulatory compliance in clinical AI applications. RO-CRATE's lightweight JSON-LD format makes it ideal for describing complex AI workflows while maintaining human readability.]	[B2AI:Application]	[False]	doi:10.3233/DS-210053				[B2AI_ORG:116]		
B2AI_STANDARD:373	B2AI_STANDARD:DataStandard	RDF	Resource Description Framework	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	Resource Description Framework (RDF) is a W3C standard framework for representing information about resources on the Web using subject-predicate-object triples. RDF provides a graph-based data model where resources are identified by IRIs (Internationalized Resource Identifiers) and relationships form a directed, labeled graph. The framework enables decentralized knowledge representation, allowing anyone to make statements about any resource and merge distributed data seamlessly. RDF Schema (RDFS) extends RDF with vocabulary for describing classes, properties, domain, range, and hierarchical relationships, enabling semantic reasoning and inference. RDF supports multiple serialization formats including Turtle (human-readable), RDF/XML (verbose XML), JSON-LD (JSON-based), and N-Triples (line-oriented). The semantic web stack builds upon RDF: OWL for rich ontologies, SPARQL for querying RDF graphs, SHACL for shape validation. RDF powers linked open data initiatives (DBpedia, Wikidata), biomedical ontologies (OBO Foundry, Bio2RDF), knowledge graphs (Google Knowledge Graph principles), and enterprise knowledge management. The framework enables data integration across heterogeneous sources by providing common vocabularies (Dublin Core, FOAF, Schema.org) and federated querying. In AI/ML contexts, RDF graphs serve as structured knowledge bases for knowledge graph embeddings (TransE, DistMult, ComplEx), semantic reasoning for inference rules, ontology-guided feature engineering, and multi-relational learning where symbolic knowledge augments statistical learning, enabling explainable AI and knowledge-driven machine learning systems.	True	False	https://www.w3.org/TR/rdf-schema/															[B2AI_ORG:99]		
B2AI_STANDARD:374	B2AI_STANDARD:DataStandard	Safetensors	Safetensors	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:5]	A new simple format for storing tensors safely (as opposed to pickle) and that is still fast (zero-copy).	True	False	https://github.com/huggingface/safetensors	https://github.com/huggingface/safetensors													[B2AI_SUBSTRATE:42]			
B2AI_STANDARD:375	B2AI_STANDARD:DataStandard	SVG	Scalable Vector Graphics Format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[audiovisual|fileformat]	[B2AI_TOPIC:15]	Scalable Vector Graphics (SVG) Version 1.1, a modularized language for describing two-dimensional vector and mixed vector/raster graphics in XML.	True	False	https://www.w3.org/Graphics/SVG/About.html														[B2AI_SUBSTRATE:19]	[B2AI_ORG:99]		
B2AI_STANDARD:376	B2AI_STANDARD:DataStandard	SHACL	Shapes Constraint Language	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:5]	A language for validating RDF graphs against a set of conditions. These conditions are provided as shapes and other constructs expressed in the form of an RDF graph. RDF graphs that are used in this manner are called shapes graphs in SHACL and the RDF graphs that are validated against a shapes graph are called data graphs. As SHACL shape graphs are used to validate that data graphs satisfy a set of conditions they can also be viewed as a description of the data graphs that do satisfy these conditions. Such descriptions may be used for a variety of purposes beside validation, including user interface building, code generation and data integration.	True	False	https://www.w3.org/TR/shacl/															[B2AI_ORG:99]		
B2AI_STANDARD:377	B2AI_STANDARD:DataStandard	SGI	Silicon Graphics image format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[audiovisual|fileformat]	[B2AI_TOPIC:15]	Silicon Graphics Image (SGI or RGB) is a raster graphics file format developed by Silicon Graphics, Inc. for storing and displaying digital images on SGI workstations and UNIX systems. The format supports 8-bit, 16-bit, and 24-bit color depths with optional alpha channel for transparency, allowing representation of grayscale, RGB, and RGBA images with various bit depths per channel. SGI images can be stored uncompressed or with run-length encoding (RLE) compression for reduced file sizes while maintaining lossless quality. The format was widely used in professional computer graphics, visual effects, scientific visualization, and medical imaging during the 1980s-1990s when SGI workstations dominated high-end graphics computing. SGI files use .sgi, .rgb, .rgba, .bw, or .int file extensions depending on color configuration and bit depth. The format specifies image dimensions, number of channels (1 for grayscale, 3 for RGB, 4 for RGBA), compression method, and pixel data in a header-based structure readable by graphics software on big-endian systems. While largely superseded by more modern formats like PNG and TIFF for general use, SGI format remains relevant in legacy scientific visualization applications, particularly in medical imaging archives, computational fluid dynamics visualization, and legacy 3D rendering pipelines. ImageMagick, GIMP, and specialized scientific visualization software maintain SGI format support for backward compatibility with historical image datasets. The format's simplicity and direct pixel representation made it suitable for high-performance graphics rendering on SGI's proprietary hardware and OpenGL-based visualization systems.	True	False	https://en.wikipedia.org/wiki/Silicon_Graphics_Image														[B2AI_SUBSTRATE:19]			
B2AI_STANDARD:378	B2AI_STANDARD:DataStandard	SSSOM	Simple Standard for Sharing Ontological Mappings	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:5]	SSSOM is a Simple Standard for Sharing Ontological Mappings, providing a TSV-based representation for ontology term mappings, a comprehensive set of standard metadata elements to describe mappings, and a standard translation between the TSV and the Web Ontology Language (OWL).	True	False	https://mapping-commons.github.io/sssom/	https://github.com/mapping-commons/sssom										doi:10.1093/database/baac035			[B2AI_SUBSTRATE:41|B2AI_SUBSTRATE:6]			
B2AI_STANDARD:379	B2AI_STANDARD:DataStandard	statismo	Statismo format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:5]	Statismo defines a storage format (Statistical Image And Shape Models) based on HDF5, which includes all the information necessary to use the model, as well as meta-data about the model creation, which helps to make model building reproducible.	True	False	https://github.com/statismo/statismo	https://github.com/statismo/statismo											[B2AI_STANDARD:339]		[B2AI_SUBSTRATE:16]			
B2AI_STANDARD:380	B2AI_STANDARD:DataStandard	SDMX	Statistical Data and Metadata eXchange standard	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	SDMX is an initiative to foster standards for the exchange of statistical information.	True	False	https://sdmx.org/															[B2AI_ORG:88]		
B2AI_STANDARD:381	B2AI_STANDARD:DataStandard	STL	STereoLithography File Format Family	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:5]	STL files describe only the surface geometry of a three-dimensional object without any representation of color, texture or other common CAD model attributes. The STL format specifies both ASCII and binary representations.	True	False	https://www.loc.gov/preservation/digital/formats/fdd/fdd000504.shtml																	
B2AI_STANDARD:382	B2AI_STANDARD:DataStandard	SDD	Structured Descriptive Data	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	The goal of the Structured Descriptive Data (SDD) standard is to allow capture, transport, caching and archiving of descriptive data in all the forms shown above, using a platform- and application-independent, international standard. Such a standard is crucial to enabling lossless porting of data between existing and future software platforms including identification, data-mining and analysis tools, and federated databases.	True	False	https://www.tdwg.org/standards/sdd/	https://github.com/tdwg/sdd														[B2AI_ORG:93]		
B2AI_STANDARD:383	B2AI_STANDARD:DataStandard	TIFF	Tagged Image File Format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[audiovisual|fileformat|standards_process_maturity_final|implementation_maturity_production]	[B2AI_TOPIC:15]	An image file format for storing raster graphics images.	True	False	https://en.wikipedia.org/wiki/TIFF		True												[B2AI_SUBSTRATE:19]	[B2AI_ORG:116]		
B2AI_STANDARD:384	B2AI_STANDARD:DataStandard	TAR	TAR archive file format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:5]	A tar (tape archive) file format is an archive created by tar, a UNIX-based utility used to package files together for backup or distribution purposes. It contains multiple files (also known as a tarball) stored in an uncompressed format along with metadata about the archive. Tar files are not compressed archive files. They are often compressed with file compression utilities such as gzip or bzip2.	True	False	https://www.loc.gov/preservation/digital/formats/fdd/fdd000531.shtml														[B2AI_SUBSTRATE:52]			
B2AI_STANDARD:385	B2AI_STANDARD:DataStandard	TAPIR	TDWG Access Protocol for Information Retrieval	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	The TDWG Access Protocol for Information Retrieval (TAPIR) is a Web Service protocol and XML schema to perform queries across distributed databases of varied physical and logical structure. It was originally designed to be used by federated networks. TAPIR is intended for communication between applications, using HTTP as the transport mechanism. TAPIR's flexibility makes it suitable to both very simple service implementations where the provider only responds to a set of pre-defined queries, or more advanced implementations where the provider software can dynamically parse complex queries referencing output models supplied by the client.	True	False	https://www.tdwg.org/standards/tapir/															[B2AI_ORG:93]		
B2AI_STANDARD:386	B2AI_STANDARD:DataStandard	UCUM	The Unified Code for Units of Measure	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[codesystem|standards_process_maturity_final|implementation_maturity_production]	[B2AI_TOPIC:5]	A common syntax for communication of quantities and their units.	True	False	https://unitsofmeasure.org/ucum															[B2AI_ORG:84]		
B2AI_STANDARD:387	B2AI_STANDARD:DataStandard	WAV	Waveform Audio File Format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[audiovisual|fileformat]	[B2AI_TOPIC:37]	Waveform Audio File Format (WAVE or WAV due to its filename extension is an audio file format standard.	True	False	https://en.wikipedia.org/wiki/WAV	https://sites.google.com/site/musicgapi/technical-documents/wav-file-format													[B2AI_SUBSTRATE:48|B2AI_SUBSTRATE:49]			
B2AI_STANDARD:388	B2AI_STANDARD:DataStandard	OWL	Web Ontology Language	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	The Web Ontology Language (OWL) is a family of knowledge representation languages or ontology languages for authoring ontologies or knowledge bases. The languages are characterized by formal semantics and RDF/XML-based serializations for the Semantic Web. OWL is endorsed by the World Wide Web Consortium (W3C) and has attracted academic, medical and commercial interest. The OWL 2 Web Ontology Language, informally OWL 2, is an ontology language for the Semantic Web with formally defined meaning. OWL 2 ontologies provide classes, properties, individuals, and data values and are stored as Semantic Web documents. OWL 2 ontologies can be used along with information written in RDF, and OWL 2 ontologies themselves are primarily exchanged as RDF documents.	True	False	https://www.w3.org/TR/owl-overview/															[B2AI_ORG:99]		
B2AI_STANDARD:389	B2AI_STANDARD:DataStandard	WDL	Workflow Description Language	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[workflowlanguage]	[B2AI_TOPIC:5]	The Workflow Description Language (WDL) is a way to specify data processing workflows with a human-readable and -writeable syntax. WDL makes it straightforward to define analysis tasks, chain them together in workflows, and parallelize their execution. The language makes common patterns simple to express, while also admitting uncommon or complicated behavior; and strives to achieve portability not only across execution platforms, but also different types of users. Whether one is an analyst, a programmer, an operator of a production system, or any other sort of user, WDL should be accessible and understandable.	True	False	https://openwdl.org/	https://github.com/openwdl/wdl																
B2AI_STANDARD:390	B2AI_STANDARD:DataStandard	XBM	X PixMap bitmap image format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[audiovisual|deprecated|fileformat]	[B2AI_TOPIC:15]	X PixMap (XBM) is an image file format used by the X Window System. Replaced by XPM.	True	False	https://en.wikipedia.org/wiki/X_PixMap														[B2AI_SUBSTRATE:19]			
B2AI_STANDARD:391	B2AI_STANDARD:DataStandard	XPM	X PixMap image format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[audiovisual|fileformat]	[B2AI_TOPIC:15]	X PixMap (XPM) is an image file format used by the X Window System.	True	False	https://en.wikipedia.org/wiki/X_PixMap																	
B2AI_STANDARD:392	B2AI_STANDARD:DataStandard	xarray	xarray	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	An open source project and Python package that introduces labels in the form of dimensions, coordinates, and attributes on top of raw NumPy-like arrays, which allows for more intuitive, more concise, and less error-prone user experience.	True	False	https://xarray.dev/	https://github.com/pydata/xarray													[B2AI_SUBSTRATE:1|B2AI_SUBSTRATE:50]			
B2AI_STANDARD:393	B2AI_STANDARD:DataStandard	YAML	YAML Ain't Markup Language	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:5]	A human-readable data-serialization language. It is commonly used for configuration files and in applications where data is being stored or transmitted.	True	False	https://en.wikipedia.org/wiki/YAML																	
B2AI_STANDARD:394	B2AI_STANDARD:DataStandard	Zarr	Zarr	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	A format for storage of large N-dimensional typed arrays. Has implementations in multiple programming languages.	True	False	https://zarr.dev/														[B2AI_SUBSTRATE:1|B2AI_SUBSTRATE:24|B2AI_SUBSTRATE:51]			
B2AI_STANDARD:395	B2AI_STANDARD:DataStandard	ZIP	ZIP compressed file format	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[fileformat]	[B2AI_TOPIC:5]	An archive file format that supports lossless data compression.	True	False	https://en.wikipedia.org/wiki/ZIP_(file_format)														[B2AI_SUBSTRATE:52]			
B2AI_STANDARD:396	B2AI_STANDARD:ModelRepository	AdapterHub	AdapterHub	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	Adapter refers to a set of newly introduced weights, typically within the layers of a transformer model. Adapters provide an alternative to fully fine-tuning the model for each downstream task, while maintaining performance. AdapterHub builds on the HuggingFace transformers framework, requiring as little as two additional lines of code to train adapters for a downstream task.	True	False	https://adapterhub.ml/	https://github.com/adapter-hub/Hub										doi:10.48550/arXiv.2007.07779						
B2AI_STANDARD:397	B2AI_STANDARD:ModelRepository	Bioimage	Bioimage Model Zoo	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:15]	A community-driven, fully open resource where standardized pre-trained models can be shared, explored, tested, and downloaded for further adaptation or direct deployment in multiple end user-facing tools (e.g., ilastik, deepImageJ, QuPath, StarDist, ImJoy, ZeroCostDL4Mic, CSBDeep).	True	False	https://bioimage.io/#/	https://github.com/bioimage-io/bioimage.io										doi:10.1101/2022.06.07.495102						
B2AI_STANDARD:398	B2AI_STANDARD:ModelRepository	HF Models	Hugging Face 🤗 Models	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[dataregistry]	[B2AI_TOPIC:5]	machine learning models, with focus on language models and NLP	True	False	https://huggingface.co/models	https://github.com/huggingface/huggingface_hub																
B2AI_STANDARD:399	B2AI_STANDARD:ModelRepository	modelzoo.co	Model Zoo	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	Model Zoo (modelzoo.co) is a curated discovery platform that aggregates pre-trained machine learning models from diverse frameworks (TensorFlow, PyTorch, Caffe, MXNet, ONNX), providing a centralized index for finding models across computer vision, natural language processing, speech recognition, and reinforcement learning domains. Originally launched as a community-driven resource, Model Zoo enables practitioners to search for state-of-the-art architectures by task (object detection, semantic segmentation, translation), dataset (ImageNet, COCO, WMT), or framework compatibility. The platform serves as a model marketplace connecting researchers publishing novel architectures with practitioners seeking production-ready implementations, reducing the barrier to adopting cutting-edge techniques. Model Zoo listings typically include architecture descriptions, training configurations, performance benchmarks (accuracy, inference speed), framework-specific code repositories, and pre-trained weight files for transfer learning. Unlike framework-specific repositories (PyTorch Hub, TensorFlow Hub), Model Zoo provides cross-framework search capabilities, enabling users to discover equivalent architectures implemented in multiple ecosystems and compare performance characteristics across frameworks. The platform supports both academic research models (recent conference publications) and industry-proven architectures (ResNet, BERT variants), with community ratings and download metrics indicating model popularity and reliability. Model Zoo facilitates reproducibility by linking to original papers, training datasets, and hyperparameter configurations, while model cards provide metadata on intended use cases, known limitations, and ethical considerations. For AI/ML practitioners, Model Zoo accelerates prototyping by providing a starting point for transfer learning, enabling rapid experimentation with pre-trained models fine-tuned on domain-specific data rather than training from scratch, particularly valuable when compute resources or labeled data are limited.	True	False	https://modelzoo.co/																	
B2AI_STANDARD:400	B2AI_STANDARD:ModelRepository	OpenML	OpenML	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[dataregistry]	[B2AI_TOPIC:5]	OpenML is an open platform for sharing datasets, algorithms, and experiments	True	True	https://www.openml.org/	https://github.com/openml/OpenML																
B2AI_STANDARD:401	B2AI_STANDARD:ModelRepository	PyTorch Hub	PyTorch Hub	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	PyTorch Hub is the official model repository and distribution system for the PyTorch deep learning framework, providing programmatic access to pre-trained models through a standardized torch.hub API that enables single-line model loading with automatic dependency resolution and weight downloading. Launched by Facebook AI Research (now Meta AI) and the PyTorch Foundation, Hub hosts curated models from leading research institutions including FAIR, NVIDIA, Hugging Face, Intel, and academic labs, covering computer vision (YOLOv5, ResNet, EfficientNet), NLP (Transformers, RoBERTa), speech (Silero models, Tacotron2), and video understanding (SlowFast, X3D) domains. Each Hub model is defined by a hubconf.py file in a GitHub repository that specifies entry points, dependencies, and preprocessing pipelines, ensuring reproducible model instantiation across environments. PyTorch Hub supports both feature extraction (frozen backbone models) and fine-tuning workflows (unfrozen weights), with models returning standard torch.nn.Module objects compatible with PyTorch training loops, data loaders, and distributed training frameworks (DDP, FSDP). The platform integrates with PyTorch's TorchScript compilation for deployment optimization, ONNX export for cross-framework compatibility, and TorchServe for production serving. Hub models include metadata specifying input/output tensor shapes, preprocessing requirements (normalization statistics, resize dimensions), and performance benchmarks (latency, throughput) across hardware configurations (CPU, GPU, mobile). The repository supports version pinning via Git commit hashes or tags, enabling deterministic model loading and reproducible research results. For researchers, PyTorch Hub accelerates experimentation by providing battle-tested implementations of recent architectures (often released alongside conference publications) with pre-trained ImageNet, COCO, or Kinetics weights, reducing training time from weeks to hours through transfer learning. In AI/ML pipelines, Hub models serve as feature extractors for downstream tasks (medical imaging, satellite analysis), few-shot learning backbones, and initialization points for domain adaptation, with the torch.hub.load() API supporting custom repositories for internal enterprise model sharing.	True	False	https://pytorch.org/hub/	https://github.com/pytorch/hub											[B2AI_STANDARD:816]		[B2AI_SUBSTRATE:33]			
B2AI_STANDARD:402	B2AI_STANDARD:ModelRepository	TFHub	Tensorflow Hub	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	TensorFlow Hub (tfhub.dev) is Google's official repository for reusable machine learning modules, providing pre-trained model components as SavedModel or TF2 format assets that integrate seamlessly into TensorFlow and Keras workflows via the tensorflow-hub library. Launched in 2018, TF Hub pioneered the concept of \"transfer learning building blocks\" by packaging not just model weights but complete computational graphs including preprocessing layers, embedding extractors, and prediction heads that can be composed into larger architectures. Hub modules span text embeddings (Universal Sentence Encoder, BERT, LaBSE), image feature vectors (MobileNet, EfficientNet, ResNet), object detection (SSD, Faster R-CNN), image generation (BigGAN, StyleGAN), video understanding (I3D, MoViNet), and audio processing (YAMNet, TRILL). Each module provides a consistent interface via hub.KerasLayer or hub.load(), supporting both feature extraction (trainable=False) and fine-tuning (trainable=True) modes with automatic gradient flow through module internals. TF Hub emphasizes model cards with detailed documentation on training data, performance metrics, intended use cases, and ethical considerations (bias, fairness), promoting responsible AI deployment. The platform supports multiple serving formats including TensorFlow Lite for mobile/edge deployment, TensorFlow.js for in-browser inference, and TensorFlow Serving for production APIs, with modules optimized for quantization and pruning. Hub's standardized interface enables model composition where text embeddings feed into classification heads, or image encoders combine with text encoders for multimodal learning. For researchers, TF Hub reduces training time and computational costs by providing pre-trained representations on large-scale datasets (Wikipedia, ImageNet, YouTube-8M) that transfer effectively to specialized domains with limited data. In AI/ML production systems, Hub modules accelerate deployment by providing battle-tested, versioned components with defined input/output signatures, enabling A/B testing of different encoders and rapid iteration on model architectures without retraining entire pipelines from scratch.	True	False	https://tfhub.dev/															[B2AI_ORG:37]		
B2AI_STANDARD:403	B2AI_STANDARD:OntologyOrVocabulary	ASA/ANSI S3.20	Acoustical Society of America / American National Standards Institute S3.20	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:4]	Definitions for terms used in human bioacoustics.	False	True	https://webstore.ansi.org/Standards/ASA/ANSIASAS3202015R2020															[B2AI_ORG:7|B2AI_ORG:4]		
B2AI_STANDARD:404	B2AI_STANDARD:OntologyOrVocabulary	ADO	Alzheimer's Disease Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:7]	concepts related to Alzheimer's Disease	True	False	https://github.com/Fraunhofer-SCAI-Applied-Semantics/ADO	https://github.com/Fraunhofer-SCAI-Applied-Semantics/ADO																
B2AI_STANDARD:405	B2AI_STANDARD:OntologyOrVocabulary	ARO	Antibiotic Resistance Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Antibiotic resistance genes and mutations	True	False	https://github.com/arpcard/aro	https://github.com/arpcard/aro										doi:10.1093/nar/gkz935						
B2AI_STANDARD:406	B2AI_STANDARD:OntologyOrVocabulary	APOLLO_SV	Apollo Structured Vocabulary	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Terms and relations for interoperation between epidemic models and public health application software.	True	False	https://github.com/ApolloDev/apollo-sv	https://github.com/ApolloDev/apollo-sv																
B2AI_STANDARD:407	B2AI_STANDARD:OntologyOrVocabulary	AIO	Artificial Intelligence Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831		[B2AI_TOPIC:5]	The Artificial Intelligence Ontology (AIO) is a comprehensive formal ontology that provides standardized terminology and semantic relationships for describing artificial intelligence systems, methods, and concepts. Developed to address the need for consistent AI terminology across research and applications, AIO models classes and relationships describing deep learning networks, their component layers and activation functions, machine learning algorithms, data processing techniques, and potential algorithmic biases. The ontology contains 443 classes organized in a hierarchical structure with a maximum depth of 5 levels, covering fundamental AI concepts from basic computational methods to complex neural architectures. AIO serves as a critical resource for AI researchers, practitioners, and systems developers who need standardized vocabularies for annotating AI models, describing experimental procedures, ensuring reproducibility, and enabling semantic interoperability between AI systems and databases. The ontology facilitates automated reasoning about AI systems, supports metadata annotation for AI workflows, and contributes to the broader goal of making artificial intelligence research more findable, accessible, interoperable, and reusable.	True	False	https://bioportal.bioontology.org/ontologies/AIO	https://github.com/berkeleybop/artificial-intelligence-ontology			[{\"id\": \"B2AI_APP:59\", \"category\": \"B2AI:Application\", \"name\": \"AI/ML Ontology for Model Metadata and Pipeline Documentation\", \"description\": \"AIO (Artificial Intelligence Ontology) is used in biomedical AI for standardizing the description of machine learning models, algorithms, and workflows, enabling semantic search for AI methods, automated model selection, and reproducible research documentation. Researchers leverage AIO to annotate AI models with formal descriptions of their architecture, training data requirements, and applicable use cases, facilitating discovery of appropriate models for specific biomedical tasks. The ontology supports automated reasoning about AI pipeline compatibility, enables knowledge graphs that link models to publications and datasets, and provides structured vocabulary for documenting AI experiments in compliance with reproducibility standards. AIO enables large language models to better understand and recommend AI approaches for biomedical problems.\", \"used_in_bridge2ai\": false}]	[AI/ML Ontology for Model Metadata and Pipeline Documentation]	[B2AI_APP:59]		[AIO (Artificial Intelligence Ontology) is used in biomedical AI for standardizing the description of machine learning models, algorithms, and workflows, enabling semantic search for AI methods, automated model selection, and reproducible research documentation. Researchers leverage AIO to annotate AI models with formal descriptions of their architecture, training data requirements, and applicable use cases, facilitating discovery of appropriate models for specific biomedical tasks. The ontology supports automated reasoning about AI pipeline compatibility, enables knowledge graphs that link models to publications and datasets, and provides structured vocabulary for documenting AI experiments in compliance with reproducibility standards. AIO enables large language models to better understand and recommend AI approaches for biomedical problems.]	[B2AI:Application]	[False]							
