"id","acronym","name","category","description","collections","hasAIApplication","isMature","concerns_data_topic","has_relevant_organization","responsible_organization","isOpen","registration","URL","formalSpec","publication","trainingResources","subclassOf","contributionDate","relatedTo","usedInBridge2AI","topic","relevantOrgNames","responsibleOrgAcronym","responsibleOrgName"
"B2AI_STANDARD:350","Model Cards","Model Cards","Data Standard","Structured documentation detailing performance characteristics of machine learning models.","[""modelcards""]","No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:37""]",,"Yes","No","https://modelcards.withgoogle.com/about","https://github.com/tensorflow/model-card-toolkit/blob/master/model_card_toolkit/schema/v0.0.2/model_card.schema.json","https://arxiv.org/abs/1810.03993",,,,,"No","[""Data""]","[""Google""]",,
"B2AI_STANDARD:351","MP3","MPEG-1 Audio Layer 3 | MPEG-2 Audio Layer 3","Data Standard","MP3 (formally MPEG-1 Audio Layer III or MPEG-2 Audio Layer III) is a coding format for digital audio.","[""audiovisual"", ""fileformat""]","No","No","[""B2AI_TOPIC:37""]",,,"Yes","No","https://en.wikipedia.org/wiki/MP3","https://www.iso.org/standard/26797.html",,,,,,"No","[""Waveform""]",,,
"B2AI_STANDARD:352","MPEG-4","MPEG-4 Part 14 digital multimedia container format","Data Standard","A digital multimedia container format most commonly used to store video and audio, but it can also be used to store other data such as subtitles and still images. Like most modern container formats, it allows streaming over the Internet.","[""audiovisual"", ""fileformat""]","No","No","[""B2AI_TOPIC:15"", ""B2AI_TOPIC:37""]","[""B2AI_ORG:49""]",,"Yes","No","https://en.wikipedia.org/wiki/MP4_file_format","https://www.loc.gov/preservation/digital/formats/fdd/fdd000155.shtml",,,,,,"No","[""Image"", ""Waveform""]","[""ISO""]",,
"B2AI_STANDARD:353","netCDF","Network Common Data Form","Data Standard","A standardized format for chromatographic data representation.","[""fileformat""]","No","No","[""B2AI_TOPIC:3"", ""B2AI_TOPIC:5""]","[""B2AI_ORG:8""]",,"Yes","No","https://www.unidata.ucar.edu/software/netcdf/","https://www.astm.org/e1947-98r14.html",,,,,,"No","[""Cheminformatics"", ""Data""]","[""ASTM""]",,
"B2AI_STANDARD:354","NNEF","Neural Network Exchange Format","Data Standard","An exchange format for neural network models produced using Torch, Caffe, TensorFlow, Theano, Chainer, Caffe2, PyTorch, or MXNet.","[""fileformat"", ""has_ai_application""]","Yes","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://www.khronos.org/nnef","https://github.com/KhronosGroup/NNEF-Tools",,,,,"[""B2AI_STANDARD:816"", ""B2AI_STANDARD:831"", ""B2AI_STANDARD:834""]","No","[""Data""]",,,
"B2AI_STANDARD:355","OMXML","OGC and ISO Observations and Measurements standard in XML","Data Standard","This standard specifies an XML implementation for the OGC and ISO Observations and Measurements (O&M) conceptual model (OGC Observations and Measurements v2.0 also published as ISO/DIS 19156), including a schema for Sampling Features. This encoding is an essential dependency for the OGC Sensor Observation Service (SOS) Interface Standard. More specifically, this standard defines XML schemas for observations, and for features involved in sampling when making observations. These provide document models for the exchange of information describing observation acts and their results, both within and between different scientific and technical communities.","[""markuplanguage""]","No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:49""]",,"Yes","No","https://www.ogc.org/standards/om",,,,,,,"No","[""Data""]","[""ISO""]",,
"B2AI_STANDARD:356","OGG Speex","Ogg Speex Audio Format","Data Standard","File format and bitstream encoding for for spoken content, targeted at a wide range of devices other than mobile phones.","[""audiovisual"", ""fileformat""]","No","No","[""B2AI_TOPIC:37""]",,,"Yes","No","https://speex.org/docs/manual/speex-manual/node8.html",,,,,,,"No","[""Waveform""]",,,
"B2AI_STANDARD:357","ONNX","Open Neural Network Exchange","Data Standard","ONNX is an open format built to represent machine learning models.","[""fileformat"", ""has_ai_application""]","Yes","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://onnx.ai/","https://github.com/onnx/onnx/blob/main/docs/IR.md",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:358","OpenAPI","OpenAPI Specification","Data Standard","Standard for describing program interfaces.",,"No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://spec.openapis.org/oas/latest.html","https://github.com/OAI/OpenAPI-Specification/",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:359","parquet","Parquet","Data Standard","Apache Parquet is a free and open-source column-oriented data storage format in the Apache Hadoop ecosystem.","[""fileformat"", ""has_ai_application"", ""implementation_maturity_production""]","Yes","Yes","[""B2AI_TOPIC:5""]","[""B2AI_ORG:114""]",,"Yes","No","https://parquet.apache.org/",,,,,,,"Yes","[""Data""]","[""Salutogenesis Grand Challenge""]",,
"B2AI_STANDARD:360","PURL","Persistent Uniform Resource Locator","Data Standard","PURLs are Web addresses or Uniform Resource Locators (URLs) that act as permanent identifiers in the face of a dynamic and changing Web infrastructure. Instead of resolving directly to Web resources (documents, data, services, people, etc.) PURLs provide a level of indirection that allows the underlying Web addresses of resources to change over time without negatively affecting systems that depend on them. This capability provides continuity of references to network resources that may migrate from machine to machine for business, social or technical reasons.",,"No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:43""]",,"Yes","No","https://sites.google.com/site/persistenturls/","https://code.google.com/archive/p/persistenturls/",,,,,,"No","[""Data""]","[""IA""]",,
"B2AI_STANDARD:361","PDF","Portable Document Format","Data Standard","A file format to present documents, including text formatting and images, in a manner independent of application software, hardware, and operating systems.","[""fileformat""]","No","No","[""B2AI_TOPIC:15"", ""B2AI_TOPIC:32""]",,,"Yes","No","https://en.wikipedia.org/wiki/PDF",,,,,,,"No","[""Image"", ""Text""]",,,
"B2AI_STANDARD:362","PNG","Portable Network Graphics","Data Standard","A raster-graphics file format that supports lossless data compression.","[""audiovisual"", ""fileformat""]","No","No","[""B2AI_TOPIC:15""]",,,"Yes","No","https://en.wikipedia.org/wiki/Portable_Network_Graphics",,,,,,,"No","[""Image""]",,,
"B2AI_STANDARD:363","PS","Postscript Format","Data Standard","A page description language.","[""fileformat""]","No","No","[""B2AI_TOPIC:15"", ""B2AI_TOPIC:32""]",,,"Yes","No","https://en.wikipedia.org/wiki/PostScript",,,,,,,"No","[""Image"", ""Text""]",,,
"B2AI_STANDARD:364","PMML","Predictive Model Markup Language","Data Standard","PMML (Predictive Model Markup Language) uses XML to represent mining models. The structure of the models is described by an XML Schema. One or more mining models can be contained in a PMML document. A PMML document is an XML document with a root element of type PMML","[""markuplanguage""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No",,"https://dmg.org/pmml/v4-4-1/GeneralStructure.html",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:365","protobuf","Protocol Buffers","Data Standard","Protocol Buffers (a.k.a., protobuf) are Google's language-neutral, platform-neutral, extensible mechanism for serializing structured data.",,"No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:37""]",,"Yes","No","https://developers.google.com/protocol-buffers/","https://github.com/protocolbuffers/protobuf",,,,,,"No","[""Data""]","[""Google""]",,
"B2AI_STANDARD:366","PROV","Provenance","Data Standard","The PROV Family of Documents defines a model, corresponding serializations and other supporting definitions to enable the inter-operable interchange of provenance information in heterogeneous environments such as the Web.",,"No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:99""]",,"Yes","No","https://www.w3.org/TR/prov-overview/",,,,,,,"No","[""Data""]","[""W3C""]",,
"B2AI_STANDARD:367","pickle","Python pickle format","Data Standard","Serialization format for a Python object structure. “Pickling” is the process whereby a Python object hierarchy is converted into a byte stream, and “unpickling” is the inverse operation, whereby a byte stream (from a binary file or bytes-like object) is converted back into an object hierarchy.","[""fileformat""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://docs.python.org/3.8/library/pickle.html","https://github.com/python/cpython/blob/3.8/Lib/pickle.py",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:368","QuDEx","Qualitative Data Exchange Schema","Data Standard","The Qualitative Data Exchange Schema (QuDEx) allows users to discover, find, retrieve and cite complex qualitative data collections in context.",,"No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:97""]",,"Yes","No","https://www.data-archive.ac.uk/managing-data/standards-and-procedures/metadata-standards/qudex/","https://dam.data-archive.ac.uk/standards/qudex_v03_01.xsd",,,,,,"No","[""Data""]","[""UKDA""]",,
"B2AI_STANDARD:369","RDA 10 Things","RDA CURE-FAIR 10 Things for Curating Reproducible and FAIR Research","Data Standard","A framework for implementing effective curation workflows for achieving greater FAIR-ness and long-term usability of research data and code.","[""guidelines""]","No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:83""]",,"Yes","No","https://www.rd-alliance.org/group/cure-fair-wg/outcomes/10-things-curating-reproducible-and-fair-research","https://curating4reproducibility.org/10things/",,,,,,"No","[""Data""]","[""RDA""]",,
"B2AI_STANDARD:370","RDFS","RDF Schema","Data Standard","RDF Schema (RDFS) is the RDF vocabulary description language. RDFS defines classes and properties that may be used to describe classes, properties and other resources.",,"No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:99""]",,"Yes","No","https://www.w3.org/TR/rdf-schema/",,,,,,,"No","[""Data""]","[""W3C""]",,
"B2AI_STANDARD:371","RIF-CS","Registry Interchange Format - Collections and Services schema","Data Standard","The Registry Interchange Format - Collections and Services (RIF-CS) Schema was developed as a data interchange format for supporting the electronic exchange of collection and service descriptions. It organises information about collections and services into the format required by the ANDS Collections Registry.",,"No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:6""]",,"Yes","No","https://services.ands.org.au/documentation/rifcs/1.2.0/guidelines/rif-cs.html",,,,,,,"No","[""Data""]","[""ARDC""]",,
"B2AI_STANDARD:372","RO-CRATE","Research Object Crate","Data Standard","A community effort to establish a lightweight approach to packaging research data with their metadata. It is based on schema.org annotations in JSON-LD, and aims to make best-practice in formal metadata description accessible and practical for use in a wider variety of situations, from an individual researcher working with a folder of data, to large data-intensive computational research environments.","[""has_ai_application"", ""implementation_maturity_production""]","Yes","Yes","[""B2AI_TOPIC:5""]","[""B2AI_ORG:116""]",,"Yes","No","https://www.researchobject.org/ro-crate/","https://www.researchobject.org/ro-crate/specification.html","doi:10.3233/DS-210053",,,,,"Yes","[""Data""]","[""Functional Genomics Grand Challenge""]",,
"B2AI_STANDARD:373","RDF","Resource Description Framework","Data Standard","describe anything",,"No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:99""]",,"Yes","No","https://www.w3.org/TR/rdf-schema/",,,,,,,"No","[""Data""]","[""W3C""]",,
"B2AI_STANDARD:374","Safetensors","Safetensors","Data Standard","A new simple format for storing tensors safely (as opposed to pickle) and that is still fast (zero-copy).","[""fileformat""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No",,"https://github.com/huggingface/safetensors",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:375","SVG","Scalable Vector Graphics Format","Data Standard","Scalable Vector Graphics (SVG) Version 1.1, a modularized language for describing two-dimensional vector and mixed vector/raster graphics in XML.","[""audiovisual"", ""fileformat""]","No","No","[""B2AI_TOPIC:15""]","[""B2AI_ORG:99""]",,"Yes","No","https://www.w3.org/Graphics/SVG/About.html",,,,,,,"No","[""Image""]","[""W3C""]",,
"B2AI_STANDARD:376","SHACL","Shapes Constraint Language","Data Standard","A language for validating RDF graphs against a set of conditions. These conditions are provided as shapes and other constructs expressed in the form of an RDF graph. RDF graphs that are used in this manner are called shapes graphs in SHACL and the RDF graphs that are validated against a shapes graph are called data graphs. As SHACL shape graphs are used to validate that data graphs satisfy a set of conditions they can also be viewed as a description of the data graphs that do satisfy these conditions. Such descriptions may be used for a variety of purposes beside validation, including user interface building, code generation and data integration.","[""fileformat""]","No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:99""]",,"Yes","No","https://www.w3.org/TR/shacl/",,,,,,,"No","[""Data""]","[""W3C""]",,
"B2AI_STANDARD:377","SGI","Silicon Graphics image format","Data Standard","A raster graphics file format.","[""audiovisual"", ""fileformat""]","No","No","[""B2AI_TOPIC:15""]",,,"Yes","No","https://en.wikipedia.org/wiki/Silicon_Graphics_Image",,,,,,,"No","[""Image""]",,,
"B2AI_STANDARD:378","SSSOM","Simple Standard for Sharing Ontological Mappings","Data Standard","SSSOM is a Simple Standard for Sharing Ontological Mappings, providing a TSV-based representation for ontology term mappings, a comprehensive set of standard metadata elements to describe mappings, and a standard translation between the TSV and the Web Ontology Language (OWL).","[""fileformat""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://mapping-commons.github.io/sssom/","https://github.com/mapping-commons/sssom","doi:10.1093/database/baac035",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:379","statismo","Statismo format","Data Standard","Statismo defines a storage format (Statistical Image And Shape Models) based on HDF5, which includes all the information necessary to use the model, as well as meta-data about the model creation, which helps to make model building reproducible.","[""fileformat""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No",,"https://github.com/statismo/statismo",,,,,"[""B2AI_STANDARD:339""]","No","[""Data""]",,,
"B2AI_STANDARD:380","SDMX","Statistical Data and Metadata eXchange standard","Data Standard","SDMX is an initiative to foster standards for the exchange of statistical information.",,"No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:88""]",,"Yes","No","https://sdmx.org/",,,,,,,"No","[""Data""]","[""SDMX""]",,
"B2AI_STANDARD:381","STL","STereoLithography File Format Family","Data Standard","STL files describe only the surface geometry of a three-dimensional object without any representation of color, texture or other common CAD model attributes. The STL format specifies both ASCII and binary representations.","[""fileformat""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://www.loc.gov/preservation/digital/formats/fdd/fdd000504.shtml",,,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:382","SDD","Structured Descriptive Data","Data Standard","The goal of the Structured Descriptive Data (SDD) standard is to allow capture, transport, caching and archiving of descriptive data in all the forms shown above, using a platform- and application-independent, international standard. Such a standard is crucial to enabling lossless porting of data between existing and future software platforms including identification, data-mining and analysis tools, and federated databases.",,"No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:93""]",,"Yes","No","https://www.tdwg.org/standards/sdd/","https://github.com/tdwg/sdd",,,,,,"No","[""Data""]","[""TDWG""]",,
"B2AI_STANDARD:383","TIFF","Tagged Image File Format","Data Standard","An image file format for storing raster graphics images.","[""audiovisual"", ""fileformat"", ""standards_process_maturity_final"", ""implementation_maturity_production""]","No","Yes","[""B2AI_TOPIC:15""]","[""B2AI_ORG:116""]",,"Yes","No","https://en.wikipedia.org/wiki/TIFF",,,,,,,"Yes","[""Image""]","[""Functional Genomics Grand Challenge""]",,
"B2AI_STANDARD:384","TAR","TAR archive file format","Data Standard","A tar (tape archive) file format is an archive created by tar, a UNIX-based utility used to package files together for backup or distribution purposes. It contains multiple files (also known as a tarball) stored in an uncompressed format along with metadata about the archive. Tar files are not compressed archive files. They are often compressed with file compression utilities such as gzip or bzip2.","[""fileformat""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://www.loc.gov/preservation/digital/formats/fdd/fdd000531.shtml",,,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:385","TAPIR","TDWG Access Protocol for Information Retrieval","Data Standard","The TDWG Access Protocol for Information Retrieval (TAPIR) is a Web Service protocol and XML schema to perform queries across distributed databases of varied physical and logical structure. It was originally designed to be used by federated networks. TAPIR is intended for communication between applications, using HTTP as the transport mechanism. TAPIR's flexibility makes it suitable to both very simple service implementations where the provider only responds to a set of pre-defined queries, or more advanced implementations where the provider software can dynamically parse complex queries referencing output models supplied by the client.",,"No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:93""]",,"Yes","No","https://www.tdwg.org/standards/tapir/",,,,,,,"No","[""Data""]","[""TDWG""]",,
"B2AI_STANDARD:386","UCUM","The Unified Code for Units of Measure","Data Standard","A common syntax for communication of quantities and their units.","[""codesystem"", ""standards_process_maturity_final"", ""implementation_maturity_production""]","No","Yes","[""B2AI_TOPIC:5""]","[""B2AI_ORG:84""]",,"Yes","No","https://unitsofmeasure.org/ucum",,,,,,,"No","[""Data""]","[""RI""]",,
"B2AI_STANDARD:387","WAV","Waveform Audio File Format","Data Standard","Waveform Audio File Format (WAVE or WAV due to its filename extension is an audio file format standard.","[""audiovisual"", ""fileformat""]","No","No","[""B2AI_TOPIC:37""]",,,"Yes","No","https://en.wikipedia.org/wiki/WAV","https://sites.google.com/site/musicgapi/technical-documents/wav-file-format",,,,,,"No","[""Waveform""]",,,
"B2AI_STANDARD:388","OWL","Web Ontology Language","Data Standard","The Web Ontology Language (OWL) is a family of knowledge representation languages or ontology languages for authoring ontologies or knowledge bases. The languages are characterized by formal semantics and RDF/XML-based serializations for the Semantic Web. OWL is endorsed by the World Wide Web Consortium (W3C) and has attracted academic, medical and commercial interest. The OWL 2 Web Ontology Language, informally OWL 2, is an ontology language for the Semantic Web with formally defined meaning. OWL 2 ontologies provide classes, properties, individuals, and data values and are stored as Semantic Web documents. OWL 2 ontologies can be used along with information written in RDF, and OWL 2 ontologies themselves are primarily exchanged as RDF documents.",,"No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:99""]",,"Yes","No","https://www.w3.org/OWL/",,,,,,,"No","[""Data""]","[""W3C""]",,
"B2AI_STANDARD:389","WDL","Workflow Description Language","Data Standard","The Workflow Description Language (WDL) is a way to specify data processing workflows with a human-readable and -writeable syntax. WDL makes it straightforward to define analysis tasks, chain them together in workflows, and parallelize their execution. The language makes common patterns simple to express, while also admitting uncommon or complicated behavior; and strives to achieve portability not only across execution platforms, but also different types of users. Whether one is an analyst, a programmer, an operator of a production system, or any other sort of user, WDL should be accessible and understandable.","[""workflowlanguage""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://openwdl.org/","https://github.com/openwdl/wdl",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:390","XBM","X PixMap bitmap image format","Data Standard","X PixMap (XBM) is an image file format used by the X Window System. Replaced by XPM.","[""audiovisual"", ""deprecated"", ""fileformat""]","No","No","[""B2AI_TOPIC:15""]",,,"Yes","No","https://en.wikipedia.org/wiki/X_PixMap",,,,,,,"No","[""Image""]",,,
"B2AI_STANDARD:391","XPM","X PixMap image format","Data Standard","X PixMap (XPM) is an image file format used by the X Window System.","[""audiovisual"", ""fileformat""]","No","No","[""B2AI_TOPIC:15""]",,,"Yes","No","https://en.wikipedia.org/wiki/X_PixMap",,,,,,,"No","[""Image""]",,,
"B2AI_STANDARD:392","xarray","xarray","Data Standard","An open source project and Python package that introduces labels in the form of dimensions, coordinates, and attributes on top of raw NumPy-like arrays, which allows for more intuitive, more concise, and less error-prone user experience.",,"No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://xarray.dev/","https://github.com/pydata/xarray",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:393","YAML","YAML Ain't Markup Language","Data Standard","A human-readable data-serialization language. It is commonly used for configuration files and in applications where data is being stored or transmitted.","[""fileformat""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://en.wikipedia.org/wiki/YAML",,,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:394","Zarr","Zarr","Data Standard","A format for storage of large N-dimensional typed arrays. Has implementations in multiple programming languages.",,"No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://zarr.dev/",,,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:395","ZIP","ZIP compressed file format","Data Standard","An archive file format that supports lossless data compression.","[""fileformat""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://en.wikipedia.org/wiki/ZIP_(file_format)",,,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:396","AdapterHub","AdapterHub","Model Repository","Adapter refers to a set of newly introduced weights, typically within the layers of a transformer model. Adapters provide an alternative to fully fine-tuning the model for each downstream task, while maintaining performance. AdapterHub builds on the HuggingFace transformers framework, requiring as little as two additional lines of code to train adapters for a downstream task.",,"No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://adapterhub.ml/","https://github.com/adapter-hub/Hub","doi:10.48550/arXiv.2007.07779",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:397","Bioimage","Bioimage Model Zoo","Model Repository","A community-driven, fully open resource where standardized pre-trained models can be shared, explored, tested, and downloaded for further adaptation or direct deployment in multiple end user-facing tools (e.g., ilastik, deepImageJ, QuPath, StarDist, ImJoy, ZeroCostDL4Mic, CSBDeep).",,"No","No","[""B2AI_TOPIC:15""]",,,"Yes","No","https://bioimage.io/#/","https://github.com/bioimage-io/bioimage.io","doi:10.1101/2022.06.07.495102",,,,,"No","[""Image""]",,,
"B2AI_STANDARD:398","HF Models","Hugging Face 🤗 Models","Model Repository","machine learning models, with focus on language models and NLP","[""dataregistry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://huggingface.co/models","https://github.com/huggingface/huggingface_hub",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:399","modelzoo.co","Model Zoo","Model Repository","machine learning models",,"No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://modelzoo.co/",,,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:400","OpenML","OpenML","Model Repository","OpenML is an open platform for sharing datasets, algorithms, and experiments","[""dataregistry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","Yes","https://www.openml.org/","https://github.com/openml/OpenML",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:401","PyTorch Hub","PyTorch Hub","Model Repository","machine learning models",,"No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://pytorch.org/hub/","https://github.com/pytorch/hub",,,,,"[""B2AI_STANDARD:816""]","No","[""Data""]",,,
"B2AI_STANDARD:402","TFHub","Tensorflow Hub","Model Repository","machine learning models",,"No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:37""]",,"Yes","No","https://tfhub.dev/",,,,,,,"No","[""Data""]","[""Google""]",,
"B2AI_STANDARD:403","ASA/ANSI S3.20","Acoustical Society of America / American National Standards Institute S3.20","Ontology Or Vocabulary","Definitions for terms used in human bioacoustics.",,"No","No","[""B2AI_TOPIC:4""]","[""B2AI_ORG:7"", ""B2AI_ORG:4""]",,"No","Yes","https://webstore.ansi.org/Standards/ASA/ANSIASAS3202015R2020",,,,,,,"No","[""Clinical Observations""]","[""ANSI"", ""ASA""]",,
"B2AI_STANDARD:404","ADO","Alzheimer's Disease Ontology","Ontology Or Vocabulary","concepts related to Alzheimer's Disease","[""obofoundry""]","No","No","[""B2AI_TOPIC:7""]",,,"Yes","No",,"https://github.com/Fraunhofer-SCAI-Applied-Semantics/ADO",,,,,,"No","[""Disease""]",,,
"B2AI_STANDARD:405","ARO","Antibiotic Resistance Ontology","Ontology Or Vocabulary","Antibiotic resistance genes and mutations","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No",,"https://github.com/arpcard/aro","doi:10.1093/nar/gkz935",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:406","APOLLO_SV","Apollo Structured Vocabulary","Ontology Or Vocabulary","Terms and relations for interoperation between epidemic models and public health application software.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No",,"https://github.com/ApolloDev/apollo-sv",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:407","AIO","Artificial Intelligence Ontology","Ontology Or Vocabulary","General terms for AI","[""has_ai_application""]","Yes","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://bioportal.bioontology.org/ontologies/AIO","https://github.com/berkeleybop/artificial-intelligence-ontology",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:408","BFO","Basic Formal Ontology","Ontology Or Vocabulary","Upper level ontology.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","http://basic-formal-ontology.org/","https://github.com/BFO-ontology/BFO","doi:10.3233/AO-160164",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:409","BCO","Biological Collections Ontology","Ontology Or Vocabulary","Biodiversity data, including data on museum collections and environmental/metagenomic samples.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No",,"https://github.com/BiodiversityOntologies/bco",,,,,,"No","[""Data""]",,,
"B2AI_STANDARD:410","FBBI","Biological Imaging Methods Ontology","Ontology Or Vocabulary","Sample preparation, visualization and imaging methods used in biomedical research.","[""obofoundry""]","No","No","[""B2AI_TOPIC:15""]",,,"Yes","No","http://cellimagelibrary.org/","https://github.com/CRBS/Biological_Imaging_Methods_Ontology/",,,,,,"No","[""Image""]",,,
"B2AI_STANDARD:411","BSPO","Biological Spatial Ontology","Ontology Or Vocabulary","Spatial concepts, anatomical axes, gradients, regions, planes, sides, and surfaces.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No",,"https://github.com/obophenotype/biological-spatial-ontology","doi:10.1186/2041-1480-5-34",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:412","BTO","BRENDA tissue / enzyme source","Ontology Or Vocabulary","A structured controlled vocabulary for the source of an enzyme comprising tissues, cell lines, cell types and cell cultures.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","http://www.brenda-enzymes.org/","https://github.com/BRENDA-Enzymes/BTO","doi:10.1093/nar/gkq968",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:413","WBPHENOTYPE","C. elegans phenotype ontology","Ontology Or Vocabulary","A structured controlled vocabulary of Caenorhabditis elegans phenotypes.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No",,"https://github.com/obophenotype/c-elegans-phenotype-ontology","doi:10.1186/1471-2105-12-32",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:414","CVDO","Cardiovascular Disease Ontology","Ontology Or Vocabulary","Entities related to cardiovascular diseases.","[""obofoundry""]","No","No","[""B2AI_TOPIC:7""]",,,"Yes","No",,"https://github.com/OpenLHS/CVDO",,,,,,"No","[""Disease""]",,,
"B2AI_STANDARD:415","CLO","Cell Line Ontology","Ontology Or Vocabulary","Standardize and integrate cell line information and to support computer-assisted reasoning.","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://github.com/CLO-Ontology/CLO","https://github.com/CLO-Ontology/CLO","doi:10.1186/2041-1480-5-3",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:416","CL","Cell Ontology","Ontology Or Vocabulary","Cell Types","[""obofoundry""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://cell-ontology.github.io/","https://github.com/obophenotype/cell-ontology","doi:10.1186/s13326-016-0088-7",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:417","CHIRO","CHEBI Integrated Role Ontology","Ontology Or Vocabulary","A distinct role hierarchy for chemicals.","[""obofoundry""]","No","No","[""B2AI_TOPIC:3""]","[""B2AI_ORG:29""]",,"Yes","No",,"https://github.com/obophenotype/chiro","doi:10.26434/chemrxiv.12591221.v1",,,,,"No","[""Cheminformatics""]","[""EMBL-EBI""]",,
"B2AI_STANDARD:418","CHEBI","Chemical Entities of Biological Interest","Ontology Or Vocabulary","Chemicals","[""obofoundry""]","No","No","[""B2AI_TOPIC:3""]","[""B2AI_ORG:29""]",,"Yes","No","https://www.ebi.ac.uk/chebi/","https://github.com/ebi-chebi/ChEBI","doi:10.1093/nar/gkv1031",,,,,"No","[""Cheminformatics""]","[""EMBL-EBI""]",,
"B2AI_STANDARD:419","CHEMINF","Chemical Information Ontology","Ontology Or Vocabulary","Descriptors commonly used in cheminformatics software applications and the algorithms which generate them.","[""obofoundry""]","No","No","[""B2AI_TOPIC:3""]",,,"Yes","No",,"https://github.com/semanticchemistry/semanticchemistry","doi:10.1371/journal.pone.0025513",,,,,"No","[""Cheminformatics""]",,,
